Time,Barcode,Model_Name,Voltage,Duty,Toral_Result,Section,Intelligent_Control,dB(A),RPM,index1,index2,index3,Index1_Limit,Index2_Limit,Index3_Limit,RPM_Up,RPM_Low,Range_Up,Range_Low,1P,2P,3P,4P,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,Spectrum_Control,1/n_Octave,Criteria_Path,Spectrum_OK?,Overall_Noise?,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,Line Name,Device ID,Source IP,Log_Date,Total_Result,LineName,BoxName,MESResult,ProgramVersion
2.02602E+13,TAA0412DDX01W2PA0262604323,TAA0412DDX01W2P F,12,20,OK,Section1,OK,56.83,3997.13,45.26,147.67,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4489.15,4245.46,4035.15,3866,3723.77,3623.23,OK,3rd Octave,,OK,OK,55.53,43.71,48.26,49.52,44.76,45.46,44.19,43.1,41.96,42.67,44.67,42.09,48.25,39.8,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602354,TAA0412DDX01W2P F,12,20,NG,Section1,NG,62.42,3968.79,568.96,575.2,0.93,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4434.85,4230.23,4012.15,3832.46,3702.08,3601,OK,3rd Octave,,OK,OK,51.31,43.32,48.54,49.89,43.76,44.27,43.89,43.94,47.75,52.61,54.09,58.34,56.57,54.64,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602505,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.66,3915,44.85,184.36,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4381.92,4149.54,3946.38,3781.38,3659.54,3571.23,OK,3rd Octave,,OK,OK,52.55,45.3,48.83,49.27,44.24,44.59,43.16,43.71,40.95,42.07,38.16,43.68,46.37,39.97,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602817,TAA0412DDX01W2P F,12,20,OK,Section1,OK,54.91,3956.91,36.41,204.94,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4382,4196.15,4012.54,3846.46,3709.23,3595.08,OK,3rd Octave,,OK,OK,50.01,43.66,47.97,49.64,43.6,44.22,42.4,43.31,40.46,45.35,41.82,40.19,45.38,39.73,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262602485,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.12,3947.95,53.82,196.26,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4361.85,4174.92,4002.77,3838.08,3710.69,3599.38,OK,3rd Octave,,OK,OK,51.81,43.25,49.43,47.45,45.88,44.21,42.15,40.3,43.64,43.3,38.44,44.6,46.15,37.64,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601906,TAA0412DDX01W2P F,12,20,OK,Section1,OK,56.66,4079.56,44.24,256.03,0.8,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4607.92,4380.38,4175.54,3961.08,3757.46,3595,OK,3rd Octave,,OK,OK,54.75,46.68,50.41,53.16,44.81,45.56,43.39,43.94,41.76,46.23,38.54,45.13,45.01,36.52,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601903,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.96,4056.53,35.22,198.01,0.82,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4544.77,4298.08,4090,3937.38,3797.69,3671.23,OK,3rd Octave,,OK,OK,53.69,46.78,47.95,51.28,45.11,45.45,43.93,44.6,41.26,43.33,38.44,40.44,45.21,38.98,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601902,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.93,3991.81,38.76,205.95,0.8,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4491.31,4264.08,4043.69,3853.38,3698.69,3599.69,OK,3rd Octave,,OK,OK,51.36,44.28,48.64,50.41,44.86,43.73,42.21,42.4,44.78,46.33,36,46.02,42.52,40.05,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601900,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.31,3968.01,39.42,213.2,0.85,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4391.54,4218.31,4036,3858.08,3704.62,3599.54,OK,3rd Octave,,OK,OK,51.27,44,48.93,48.58,43.44,44.06,41.89,41.33,39.89,47.04,38.06,38.52,47.48,40.36,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601895,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.84,3964.19,36.16,207.79,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4448.15,4224.62,4001.54,3821.92,3688.92,3600,OK,3rd Octave,,OK,OK,50.72,45.08,49.08,48.24,43.54,44.24,41.55,43.1,40.22,49.04,37.84,41.87,46.95,38.61,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262600150,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.55,4031.23,66.6,162.93,0.81,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4520.38,4281.15,4065,3897.69,3763.54,3659.62,OK,3rd Octave,,OK,OK,51.21,44.8,48.36,50.62,43.74,44.6,41.97,43.3,39.58,44.99,38.52,37.06,44.74,39.19,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601892,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.89,4035.62,53.1,200.25,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4507,4290.31,4086.54,3912.31,3763.92,3653.62,OK,3rd Octave,,OK,OK,52.79,45.08,49.64,49.3,44.82,44.11,43.43,42.76,41.24,44.55,38,41.32,47.31,38.45,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601897,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.61,3994.96,45.55,187.55,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4418,4232.23,4061.92,3897.38,3743.85,3616.38,OK,3rd Octave,,OK,OK,52.96,44.25,47.96,49.92,43.83,43.8,42.46,43.19,41.21,43.29,38.01,39.54,46.48,39.19,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601888,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.05,3967.44,41.87,190.51,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4425.69,4215.69,4014.92,3842.31,3701.85,3604.15,OK,3rd Octave,,OK,OK,51.34,42.68,49.06,49.92,43.11,43.54,43.14,41.35,40.5,45.13,39.35,37.16,46.5,38.81,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601886,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.71,4009.41,54.54,188.88,0.85,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4441.69,4246.92,4059.92,3897.85,3758.31,3651.77,OK,3rd Octave,,OK,OK,51.83,45.7,48.16,49.21,44.39,44.71,43.35,44.19,42.23,45.51,38.55,44.28,47.13,39,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601896,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.37,4009.14,45.89,245.59,0.82,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4507.31,4281.92,4071.08,3874.77,3720.38,3599.38,OK,3rd Octave,,OK,OK,50.85,45.56,47.92,50.04,44.03,43.26,42.36,42.71,42.49,47.27,37.34,41.05,44.67,38.75,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601884,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.59,3960.01,60.29,223.67,0.85,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4377.46,4178.62,3999.54,3846.31,3726.46,3631.69,OK,3rd Octave,,OK,OK,51.75,44.99,49.64,49.88,43.65,43.2,42.42,42.25,41.29,42.57,38.44,35.71,47.85,39.97,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601876,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.72,3971.9,98.23,215.51,0.86,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4405,4205,4028.23,3869.77,3720.77,3602.62,OK,3rd Octave,,OK,OK,51.59,44.69,49.5,49.44,43.26,43.61,42.17,42.79,42.38,46.5,37.97,37.33,48.3,40.84,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601883,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.9,3963.42,39.99,189.61,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4428.08,4208.38,4004.85,3829.08,3701.08,3609.08,OK,3rd Octave,,OK,OK,52.08,46.35,50.69,50.66,44.2,44.82,42.81,42.07,39.94,44.49,37.1,40.36,46.49,38.55,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601872,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.49,3989.81,45.8,235.18,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4421.54,4218.15,4036.38,3875.69,3743,3644.08,OK,3rd Octave,,OK,OK,50.63,44.59,49.21,49.21,44.46,43.6,42.78,42.14,41.2,44.1,36.92,44.36,46.53,37.9,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601863,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.78,4000.73,103.15,185.63,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4439.69,4230.85,4043.54,3888.77,3754.54,3647,OK,3rd Octave,,OK,OK,51.85,45.76,50.42,51.13,44.35,43.74,42.49,43.57,41.93,45.35,35.08,42.5,45.83,39.29,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601859,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55,3891.6,42.89,178.41,0.86,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4318.77,4116.08,3925.85,3771.62,3651.77,3565.54,OK,3rd Octave,,OK,OK,49.58,43.97,48.78,47.96,42.93,42.38,41.92,40.76,40.55,47.71,36.64,39.27,47.51,40.25,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601857,TAA0412DDX01W2P F,12,20,OK,Section1,OK,56.39,4179.76,54.88,159.74,0.88,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4716.46,4506.77,4270,4033,3842.08,3710.23,OK,3rd Octave,,OK,OK,52.71,47.38,48.55,50.29,45.79,45.16,43.22,44.05,42.92,43.42,38.11,47.16,48.66,38.58,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601850,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.7,4032.03,35.65,161.75,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4484,4276.54,4083.08,3914.77,3771.23,3662.54,OK,3rd Octave,,OK,OK,52.33,45.05,48.35,50.88,43.85,43.36,43.38,44.14,40.89,43.91,38.94,40.62,46.49,40.24,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601862,TAA0412DDX01W2P F,12,20,OK,Section1,OK,54.57,3933.81,53.93,142.6,0.81,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4348.77,4149.85,3967.62,3820.38,3703.08,3613.15,OK,3rd Octave,,OK,OK,50.52,43.42,49.16,51.12,41.74,43.16,41.3,41.75,39.45,44.22,39.29,37.23,43.38,38.82,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601844,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.24,3925.73,31.42,168.66,0.82,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4337.08,4144.23,3961.08,3811.08,3693.08,3607.85,OK,3rd Octave,,OK,OK,50.98,43.72,50.94,50.03,43.13,43.57,42.86,42.24,41.41,47.71,38.7,39.11,44.78,38.65,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601841,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.55,3927.18,103.05,196.25,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4332.62,4134.23,3957.46,3816.92,3705.23,3616.62,OK,3rd Octave,,OK,OK,51.4,43.8,49.71,48.62,43.18,43.38,43.02,42.13,42.46,47.26,42.11,42.19,46,41.17,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601837,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.55,3930.23,88.96,171.64,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4362.08,4162.85,3965.08,3807.31,3686.77,3597.31,OK,3rd Octave,,OK,OK,51.34,44.95,49.29,50.03,44.82,43.71,42.63,42.86,41.7,40.63,36.91,42.25,46.3,38.55,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601834,TAA0412DDX01W2P F,12,20,OK,Section1,OK,56.04,3993.92,51.93,153.9,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4461.85,4247.54,4029.62,3851.23,3728.69,3644.62,OK,3rd Octave,,OK,OK,53.15,45.08,49.14,49.74,44.72,44.03,43.56,42.84,41.97,45.16,36.91,42.64,46.42,39.95,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601827,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.51,4001.1,53.56,171.34,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4524.15,4267.62,4025.08,3834.77,3715,3640,OK,3rd Octave,,OK,OK,48.58,45.81,48.04,50.71,44.28,44.62,43.45,42.89,41.07,43.44,38.25,44.77,45.45,37.46,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601825,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.77,4117.28,42.36,132.5,0.79,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4639.92,4426.23,4181.38,3971.92,3804.08,3680.15,OK,3rd Octave,,OK,OK,52.03,45.86,49.76,51.06,44.52,44.88,42.87,42.97,41.29,45.26,38.02,40.89,42.74,38.53,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601819,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.76,3915.76,34.35,176.86,0.83,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4366.23,4141.46,3937.08,3779.54,3673.85,3596.38,OK,3rd Octave,,OK,OK,51.29,45.11,49.79,50.2,43.63,43.5,42.46,43.06,42.42,46.59,37.99,43.31,45.11,38.58,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601813,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.44,3944.45,39.23,194.42,0.84,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4390.15,4180.08,3978.54,3815.69,3696.31,3605.92,OK,3rd Octave,,OK,OK,50.84,44.3,48.19,48.09,42.83,43.86,42.14,42.16,40.65,47.65,38.74,46.2,45.22,39.96,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601808,TAA0412DDX01W2P F,12,20,OK,Section1,OK,56.29,4081.71,35.56,201.75,0.81,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4611.92,4387.85,4150,3942.69,3763.54,3634.23,OK,3rd Octave,,OK,OK,53.75,45.47,49.3,51.29,43.67,44.49,42.26,43.02,42.71,48.52,36.19,39.85,45.24,38.64,Line_1,Station_1,10.184.136.2,20260209,,,,,
2.02602E+13,TAA0412DDX01W2PA0262601802,TAA0412DDX01W2P F,12,20,OK,Section1,OK,55.71,3908.41,108.09,198.12,0.81,200,350,1,6500,1,32,48,TRUE,TRUE,TRUE,TRUE,4302.77,4111.85,3937,3802.31,3695.38,3601.15,OK,3rd Octave,,OK,OK,53.02,44.26,49.84,51.14,42.8,43.34,42.16,42.84,42.1,43.75,37.19,44.51,44.63,37.21,Line_1,Station_1,10.184.136.2,20260209,,,,,
